Applicant_ID,default_status
Apcnt_1000032,0.31085693332379627
Apcnt_1000048,0.3829751225976731
Apcnt_1000052,0.38514833838087104
Apcnt_1000076,0.7524894028967283
Apcnt_1000080,0.16392892087502559
Apcnt_1000084,0.3761923113746912
Apcnt_1000104,0.37996968196526204
Apcnt_1000116,0.621782134352433
Apcnt_1000128,0.3877427077995069
Apcnt_1000156,0.29602474438729237
Apcnt_1000192,0.10380234303225394
Apcnt_1000208,0.020846114208346388
Apcnt_1000264,0.5687957342030756
Apcnt_1000288,0.042310056140728296
Apcnt_1000292,0.4639431254429348
Apcnt_1000328,0.6513417167979344
Apcnt_1000336,0.3296696372234591
Apcnt_1000356,0.07433293911997357
Apcnt_1000368,0.11640830413532968
Apcnt_1000372,0.7378932384395511
Apcnt_1000392,0.07114653534287257
Apcnt_1000396,0.08184637900684619
Apcnt_1000400,0.053017316016760165
Apcnt_1000416,0.2510371619346771
Apcnt_1000428,0.024722016686461318
Apcnt_1000440,0.03674229978182553
Apcnt_1000456,0.5077868876077062
Apcnt_1000472,0.045603712806390556
Apcnt_1000488,0.1436060494987783
Apcnt_1000492,0.0705216186970423
Apcnt_1000504,0.6764184021232917
Apcnt_1000516,0.305039434815546
Apcnt_1000532,0.07969384955921777
Apcnt_1000552,0.20095698538247164
Apcnt_1000564,0.35633434882452053
Apcnt_1000576,0.7197701221839805
Apcnt_1000596,0.07122478895977001
Apcnt_1000620,0.10304605799215269
Apcnt_1000624,0.015991361022924314
Apcnt_1000636,0.004761439247299194
Apcnt_1000648,0.02864467887016962
Apcnt_1000668,0.03241971532242927
Apcnt_1000680,0.10979804114591603
Apcnt_1000696,0.041546257916438456
Apcnt_1000704,0.482111057388136
Apcnt_1000724,0.04224006894826757
Apcnt_1000740,0.26284600496712307
Apcnt_1000744,0.012140852527542493
Apcnt_1000756,0.028764219464198833
Apcnt_1000768,0.005085365068746704
Apcnt_1000784,0.0029088374795753656
Apcnt_1000796,0.0047214635498731075
Apcnt_1000808,0.0025316122857998043
Apcnt_1000816,0.016095710278613402
Apcnt_1000820,0.005173946289518314
Apcnt_1000824,0.07295049195055678
Apcnt_1000856,0.5566943960809075
Apcnt_1000872,0.6455251173062364
Apcnt_1000880,0.06531784495633453
Apcnt_1000904,0.21373933986168725
Apcnt_1000912,0.643869689370083
Apcnt_1000920,0.7145541863757561
Apcnt_1000952,0.06408291867901669
Apcnt_1000960,0.09555475805037877
Apcnt_1000964,0.17786040045761597
Apcnt_1000968,0.01658894423507057
Apcnt_1000976,0.7140643748308138
Apcnt_1000984,0.5252691498800154
Apcnt_1000992,0.20970871727250878
Apcnt_1000996,0.48693560873895025
Apcnt_1001000,0.1600286197353774
Apcnt_1001008,0.08133436156412302
Apcnt_1001028,0.019460341047074795
Apcnt_1001032,0.4866723654535454
Apcnt_1001036,0.6880446444017417
Apcnt_1001040,0.5507277414270668
Apcnt_1001048,0.6092437687323315
Apcnt_1001052,0.028005886866210982
Apcnt_1001068,0.7770446228314064
Apcnt_1001076,0.13297671739873795
Apcnt_1001080,0.1727602138291512
Apcnt_1001092,0.09807213842476128
Apcnt_1001120,0.6888067913685196
Apcnt_1001144,0.5613563156084634
Apcnt_1001148,0.17247836629482916
Apcnt_1001168,0.16381457325698623
Apcnt_1001176,0.7829341835576886
Apcnt_1001200,0.16023255464227532
Apcnt_1001224,0.37324527791838835
Apcnt_1001228,0.5270272316943254
Apcnt_1001236,0.03478840658886505
Apcnt_1001244,0.2330336915556176
Apcnt_1001248,0.014668102724360327
Apcnt_1001256,0.2791433999147251
Apcnt_1001260,0.18015190198810155
Apcnt_1001264,0.008494817462964365
Apcnt_1001288,0.033490778196095174
Apcnt_1001292,0.08333344534904759
Apcnt_1001296,0.05237151867389025
Apcnt_1001304,0.23844433425241707
Apcnt_1001308,0.11124033418028899
Apcnt_1001316,0.14811058753381948
Apcnt_1001320,0.41342229519906065
Apcnt_1001352,0.4188229945988946
Apcnt_1001360,0.3676108068917948
Apcnt_1001376,0.7897916478587378
Apcnt_1001384,0.05740078792424927
Apcnt_1001388,0.48156066233808703
Apcnt_1001400,0.8191606394863645
Apcnt_1001416,0.561693670923393
Apcnt_1001436,0.6265797046308357
Apcnt_1001452,0.37562773254475545
Apcnt_1001456,0.047228953611664834
Apcnt_1001468,0.6786655543806093
Apcnt_1001480,0.12482944124198046
Apcnt_1001488,0.3028516037250871
Apcnt_1001508,0.5103302994806742
Apcnt_1001512,0.03346995535638024
Apcnt_1001516,0.5137055339682313
Apcnt_1001528,0.3793238081760038
Apcnt_1001532,0.17496534724294793
Apcnt_1001548,0.008414889248770308
Apcnt_1001552,0.006023325837775465
Apcnt_1001572,0.2009724498825375
Apcnt_1001580,0.014021660726280534
Apcnt_1001584,0.035080732299887216
Apcnt_1001624,0.06761664057833772
Apcnt_1001632,0.02124112691147123
Apcnt_1001668,0.03755902307492548
Apcnt_1001692,0.03479005960006803
Apcnt_1001700,0.014025733000237267
Apcnt_1001708,0.088968322533327
Apcnt_1001716,0.039748015064259075
Apcnt_1001732,0.030504984665779424
Apcnt_1001752,0.5055815889130242
Apcnt_1001760,0.020357722036740904
Apcnt_1001764,0.016770033565143644
Apcnt_1001776,0.2855770047848653
Apcnt_1001780,0.2481969901716667
Apcnt_1001788,0.7476783238891835
Apcnt_1001792,0.03209500005953925
Apcnt_1001800,0.12492760732077426
Apcnt_1001820,0.25739226383333424
Apcnt_1001828,0.6561403215921856
Apcnt_1001836,0.07649481133766714
Apcnt_1001844,0.42764440474800136
Apcnt_1001848,0.20055297880054684
Apcnt_1001860,0.3527344556945906
Apcnt_1001880,0.31339886925850924
Apcnt_1001888,0.4493827783937084
Apcnt_1001900,0.27307523812240947
Apcnt_1001908,0.5781079561845369
Apcnt_1001936,0.3350106070499861
Apcnt_1001940,0.20813401560142453
Apcnt_1001960,0.38582254564615404
Apcnt_1001988,0.6110105365944938
Apcnt_1002000,0.10049684911806495
Apcnt_1002020,0.21752201923652326
Apcnt_1002024,0.6348846759423763
Apcnt_1002028,0.35519284440359067
Apcnt_1002032,0.3103060940900567
Apcnt_1002044,0.1477620195125281
Apcnt_1002052,0.1992017483226564
Apcnt_1002056,0.013951256814982417
Apcnt_1002080,0.018605591879813685
Apcnt_1002084,0.09988147276167067
Apcnt_1002096,0.12262204764372482
Apcnt_1002112,0.003405232053485857
Apcnt_1002124,0.07083086815052123
Apcnt_1002140,0.033875063519290836
Apcnt_1002152,0.15569370176149966
Apcnt_1002156,0.024266406972018352
Apcnt_1002168,0.09521880269381415
Apcnt_1002176,0.5810844372158548
Apcnt_1002200,0.025863114332013153
Apcnt_1002228,0.4609833013248607
Apcnt_1002252,0.4880302441878936
Apcnt_1002268,0.5925142263218768
Apcnt_1002272,0.5792467082644596
Apcnt_1002276,0.9165621132409747
Apcnt_1002288,0.06657717980173115
Apcnt_1002304,0.7687099797958736
Apcnt_1002312,0.4127927279549133
Apcnt_1002320,0.2806760484036152
Apcnt_1002324,0.15902989241403367
Apcnt_1002336,0.23574842044177338
