Applicant_ID,default_status
Apcnt_1000032,0.31023770531460715
Apcnt_1000048,0.37289283660600736
Apcnt_1000052,0.3835897148987183
Apcnt_1000076,0.7418840637412627
Apcnt_1000080,0.183414953517415
Apcnt_1000084,0.37505732218459464
Apcnt_1000104,0.3888553906997856
Apcnt_1000116,0.6098273448013387
Apcnt_1000128,0.38915323493937015
Apcnt_1000156,0.3074819235397478
Apcnt_1000192,0.10681727564373658
Apcnt_1000208,0.024330809112196303
Apcnt_1000264,0.5670097442834507
Apcnt_1000288,0.04235262478270848
Apcnt_1000292,0.47531579887018827
Apcnt_1000328,0.6713572311843271
Apcnt_1000336,0.3257797942832513
Apcnt_1000356,0.07442513849707055
Apcnt_1000368,0.11928382044857738
Apcnt_1000372,0.7261135535814364
Apcnt_1000392,0.07344566675637894
Apcnt_1000396,0.08526864160890238
Apcnt_1000400,0.05481419608405773
Apcnt_1000416,0.26233918599881156
Apcnt_1000428,0.0267290410278582
Apcnt_1000440,0.03752024615542275
Apcnt_1000456,0.5182428290395992
Apcnt_1000472,0.0493755941413829
Apcnt_1000488,0.13810767757774406
Apcnt_1000492,0.07512531673190427
Apcnt_1000504,0.6742924232387097
Apcnt_1000516,0.3080256683131505
Apcnt_1000532,0.0889708791926075
Apcnt_1000552,0.21072044011490942
Apcnt_1000564,0.35542594169407304
Apcnt_1000576,0.7096714682141865
Apcnt_1000596,0.07944145455537333
Apcnt_1000620,0.1064371033372781
Apcnt_1000624,0.01685530559310671
Apcnt_1000636,0.004954517366960826
Apcnt_1000648,0.02676362043780125
Apcnt_1000668,0.0357751960432202
Apcnt_1000680,0.10779627001452069
Apcnt_1000696,0.04143573801792595
Apcnt_1000704,0.49669421133521807
Apcnt_1000724,0.04159225995151353
Apcnt_1000740,0.27019427870997537
Apcnt_1000744,0.012613354463973334
Apcnt_1000756,0.03006728479165338
Apcnt_1000768,0.005400794656553402
Apcnt_1000784,0.0033860319783019224
Apcnt_1000796,0.00511852948993108
Apcnt_1000808,0.002968961982475666
Apcnt_1000816,0.015716476842184742
Apcnt_1000820,0.005464783229507379
Apcnt_1000824,0.07644651276809457
Apcnt_1000856,0.5621755558816198
Apcnt_1000872,0.6153158906001712
